,State,Districtcode,Subdistcode,Town/Village,Ward,EB,Level,Subdistrict,TRU,No_HH,Population,Males,Females,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
356,21,390,3110,0,0,0,SUB-DISTRICT,Gochhapada,Total,8303,35593,17391,18202,6154,3135,3019,6599,3217,3382,22206,10838,11368,15594,9666,5928,19999,7725,12274,18246,9491,8755,7078,5522,1556,3326,2953,373,1537,1013,524,189,82,107,2026,1474,552,11168,3969,7199,1122,553,569,5124,1490,3634,673,91,582,4249,1835,2414,8148,2856,5292,869,358,511,3926,1148,2778,473,67,406,2880,1283,1597,3020,1113,1907,253,195,58,1198,342,856,200,24,176,1369,552,817,17347,7900,9447
357,21,390,3111,0,0,0,SUB-DISTRICT,Phulabani ,Total,9954,41762,20689,21073,5313,2716,2597,9117,4562,4555,23902,11684,12218,25547,15030,10517,16215,5659,10556,21047,11467,9580,8500,6384,2116,3339,2741,598,2202,1370,832,157,123,34,2802,2150,652,12547,5083,7464,1269,673,596,6207,1943,4264,266,92,174,4805,2375,2430,10032,4135,5897,1117,593,524,5237,1659,3578,193,80,113,3485,1803,1682,2515,948,1567,152,80,72,970,284,686,73,12,61,1320,572,748,20715,9222,11493
358,21,390,3112,0,0,0,SUB-DISTRICT,Phulabani Town  ,Total,8976,38732,20009,18723,4062,2137,1925,9585,4808,4777,5016,2572,2444,30810,16900,13910,7922,3109,4813,13905,10521,3384,11473,9112,2361,214,143,71,295,176,119,336,241,95,10628,8552,2076,2432,1409,1023,38,29,9,207,96,111,127,48,79,2060,1236,824,1939,1100,839,31,24,7,98,37,61,103,35,68,1707,1004,703,493,309,184,7,5,2,109,59,50,24,13,11,353,232,121,24827,9488,15339
359,21,390,3113,0,0,0,SUB-DISTRICT,Khajuripada,Total,10551,42560,21174,21386,5106,2624,2482,14214,7040,7174,20188,10022,10166,27130,16073,11057,15430,5101,10329,19683,11377,8306,7357,5764,1593,2987,2531,456,1560,1047,513,109,98,11,2701,2088,613,12326,5613,6713,953,461,492,8424,3598,4826,288,88,200,2661,1466,1195,9466,4305,5161,731,361,370,6912,2988,3924,187,63,124,1636,893,743,2860,1308,1552,222,100,122,1512,610,902,101,25,76,1025,573,452,22877,9797,13080
360,21,390,3114,0,0,0,SUB-DISTRICT,G.Udayagiri,Total,12185,48846,23509,25337,5688,2917,2771,8081,3898,4183,25741,12245,13496,31682,17286,14396,17164,6223,10941,21885,12497,9388,11439,8264,3175,2959,2323,636,2811,1766,1045,154,95,59,5515,4080,1435,10446,4233,6213,1048,460,588,7303,2694,4609,110,39,71,1985,1040,945,8299,3516,4783,807,353,454,5912,2256,3656,89,36,53,1491,871,620,2147,717,1430,241,107,134,1391,438,953,21,3,18,494,169,325,26961,11012,15949
361,21,390,3115,0,0,0,SUB-DISTRICT,Tikabali,Total,12289,48709,23744,24965,6123,3095,3028,8780,4330,4450,26059,12531,13528,28293,16350,11943,20416,7394,13022,24994,13437,11557,12206,8872,3334,3852,3135,717,3022,1867,1155,248,172,76,5084,3698,1386,12788,4565,8223,1176,565,611,8202,2537,5665,364,68,296,3046,1395,1651,10430,3715,6715,935,464,471,6967,2121,4846,258,50,208,2270,1080,1190,2358,850,1508,241,101,140,1235,416,819,106,18,88,776,315,461,23715,10307,13408
362,21,390,3116,0,0,0,SUB-DISTRICT,Chakapada ,Total,5899,22752,11320,11432,2730,1364,1366,5174,2531,2643,10253,5111,5142,13910,8267,5643,8842,3053,5789,11857,6758,5099,6177,4516,1661,2769,2342,427,1829,992,837,210,138,72,1369,1044,325,5680,2242,3438,604,339,265,3931,1406,2525,368,71,297,777,426,351,4722,1906,2816,533,303,230,3345,1211,2134,261,61,200,583,331,252,958,336,622,71,36,35,586,195,391,107,10,97,194,95,99,10895,4562,6333
363,21,390,3117,0,0,0,SUB-DISTRICT,Sarangagarh ,Total,8916,35335,17338,17997,4832,2430,2402,5355,2698,2657,20282,9846,10436,21123,12401,8722,14212,4937,9275,19140,10059,9081,8753,6460,2293,2948,2413,535,2735,1867,868,512,275,237,2558,1905,653,10387,3599,6788,562,253,309,7623,2394,5229,319,70,249,1883,882,1001,8400,2959,5441,494,221,273,6397,2063,4334,262,57,205,1247,618,629,1987,640,1347,68,32,36,1226,331,895,57,13,44,636,264,372,16195,7279,8916
364,21,390,3118,0,0,0,SUB-DISTRICT,Phiringia ,Total,12455,53570,26113,27457,7698,3899,3799,9038,4443,4595,29674,14384,15290,29102,17143,11959,24468,8970,15498,26995,14370,12625,10028,7722,2306,4664,3980,684,2578,1607,971,283,212,71,2503,1923,580,16967,6648,10319,1531,953,578,12138,4270,7868,618,145,473,2680,1280,1400,13016,5392,7624,1251,838,413,9676,3524,6152,344,111,233,1745,919,826,3951,1256,2695,280,115,165,2462,746,1716,274,34,240,935,361,574,26575,11743,14832
365,21,390,3119,0,0,0,SUB-DISTRICT,Baliguda,Total,22318,97084,47634,49450,15695,7935,7760,9207,4494,4713,50757,24686,26071,49211,29388,19823,47873,18246,29627,46878,25335,21543,24053,17697,6356,7658,6133,1525,5964,3761,2203,543,368,175,9888,7435,2453,22825,7638,15187,3174,1268,1906,12164,3731,8433,2452,333,2119,5035,2306,2729,18989,6568,12421,2755,1089,1666,10682,3328,7354,1564,189,1375,3988,1962,2026,3836,1070,2766,419,179,240,1482,403,1079,888,144,744,1047,344,703,50206,22299,27907
366,21,390,3120,0,0,0,SUB-DISTRICT,Nuagaon,Total,4711,19364,9372,9992,2992,1521,1471,1687,826,861,9660,4542,5118,10592,6194,4398,8772,3178,5594,9612,5149,4463,4508,3479,1029,1300,1066,234,1365,999,366,194,121,73,1649,1293,356,5104,1670,3434,469,173,296,3277,874,2403,241,43,198,1117,580,537,4042,1286,2756,376,115,261,2743,679,2064,85,31,54,838,461,377,1062,384,678,93,58,35,534,195,339,156,12,144,279,119,160,9752,4223,5529
367,21,390,3121,0,0,0,SUB-DISTRICT,Tumudibandha,Total,6469,28538,14113,14425,4800,2453,2347,3585,1778,1807,16128,7876,8252,13196,8038,5158,15342,6075,9267,13296,7226,6070,5062,3811,1251,2020,1572,448,882,601,281,169,126,43,1991,1512,479,8234,3415,4819,1218,489,729,4415,1608,2807,337,100,237,2264,1218,1046,6330,2636,3694,933,346,587,3590,1289,2301,212,71,141,1595,930,665,1904,779,1125,285,143,142,825,319,506,125,29,96,669,288,381,15242,6887,8355
368,21,390,3122,0,0,0,SUB-DISTRICT,Belaghar ,Total,4410,19506,9381,10125,3368,1648,1720,4284,2086,2198,12930,6206,6724,6392,3983,2409,13114,5398,7716,9382,4652,4730,3910,2738,1172,1934,1397,537,1068,697,371,33,24,9,875,620,255,5472,1914,3558,174,71,103,3070,865,2205,89,20,69,2139,958,1181,4243,1589,2654,160,66,94,2539,772,1767,53,19,34,1491,732,759,1229,325,904,14,5,9,531,93,438,36,1,35,648,226,422,10124,4729,5395
369,21,390,3123,0,0,0,SUB-DISTRICT,Kotagarh ,Total,10146,47900,23598,24302,9688,5043,4645,6789,3352,3437,28485,13894,14591,18159,11229,6930,29741,12369,17372,23088,11629,11459,8327,6642,1685,3844,3327,517,2231,1577,654,54,43,11,2198,1695,503,14761,4987,9774,1426,685,741,10910,3401,7509,439,40,399,1986,861,1125,11293,3794,7499,1017,503,514,8649,2688,5961,293,27,266,1334,576,758,3468,1193,2275,409,182,227,2261,713,1548,146,13,133,652,285,367,24812,11969,12843
370,21,390,3124,0,0,0,SUB-DISTRICT,Brahmanigaon ,Total,7803,36505,17760,18745,7081,3639,3442,1303,653,650,19049,9123,9926,16872,10020,6852,19633,7740,11893,17143,8739,8404,7981,5462,2519,3598,2703,895,2919,1632,1287,159,127,32,1305,1000,305,9162,3277,5885,568,241,327,7071,2334,4737,211,58,153,1312,644,668,8077,2829,5248,481,184,297,6470,2085,4385,146,43,103,980,517,463,1085,448,637,87,57,30,601,249,352,65,15,50,332,127,205,19362,9021,10341
371,21,390,3125,0,0,0,SUB-DISTRICT,Daringbadi ,Total,13925,63524,31002,32522,11276,5718,5558,6302,3110,3192,42830,20677,22153,31222,18356,12866,32302,12646,19656,31754,16480,15274,16747,11304,5443,7680,5734,1946,5631,3119,2512,380,243,137,3056,2208,848,15007,5176,9831,2649,950,1699,11011,3760,7251,499,65,434,848,401,447,11217,3651,7566,2082,642,1440,8032,2626,5406,414,54,360,689,329,360,3790,1525,2265,567,308,259,2979,1134,1845,85,11,74,159,72,87,31770,14522,17248
372,21,390,3126,0,0,0,SUB-DISTRICT,Raikia,Total,12712,52830,25798,27032,7103,3641,3462,6444,3161,3283,29660,14269,15391,30951,17576,13375,21879,8222,13657,26444,14328,12116,13513,9329,4184,5006,3866,1140,4166,2413,1753,364,231,133,3977,2819,1158,12931,4999,7932,1142,476,666,9060,3283,5777,451,110,341,2278,1130,1148,10344,3953,6391,1010,416,594,7406,2622,4784,261,72,189,1667,843,824,2587,1046,1541,132,60,72,1654,661,993,190,38,152,611,287,324,26386,11470,14916
373,21,391,3127,0,0,0,SUB-DISTRICT,Kantamal ,Total,19222,77483,38719,38764,12179,6203,5976,13393,6666,6727,16870,8444,8426,41685,24786,16899,35798,13933,21865,37980,21733,16247,18511,15485,3026,9876,9154,722,4923,3434,1489,570,386,184,3142,2511,631,19469,6248,13221,1978,1152,826,15683,4455,11228,635,127,508,1173,514,659,16188,5418,10770,1689,1051,638,13201,3854,9347,470,105,365,828,408,420,3281,830,2451,289,101,188,2482,601,1881,165,22,143,345,106,239,39503,16986,22517
374,21,391,3128,0,0,0,SUB-DISTRICT,Manamunda,Total,25757,106227,53142,53085,15200,7683,7517,23175,11490,11685,11005,5422,5583,63401,36908,26493,42826,16234,26592,54728,30129,24599,31343,22738,8605,13054,11316,1738,10225,5463,4762,2530,1609,921,5534,4350,1184,23385,7391,15994,2028,1056,972,18192,4914,13278,1185,358,827,1980,1063,917,19275,5906,13369,1592,801,791,15345,4065,11280,975,293,682,1363,747,616,4110,1485,2625,436,255,181,2847,849,1998,210,65,145,617,316,301,51499,23013,28486
375,21,391,3129,0,0,0,SUB-DISTRICT,Baunsuni ,Total,10588,43817,22021,21796,6152,3139,3013,11728,5829,5899,1622,792,830,27342,16037,11305,16475,5984,10491,22019,12643,9376,11961,8939,3022,4615,3815,800,3034,1836,1198,1344,1019,325,2968,2269,699,10058,3704,6354,1475,674,801,6463,2112,4351,777,269,508,1343,649,694,8552,3170,5382,1317,590,727,5527,1836,3691,614,220,394,1094,524,570,1506,534,972,158,84,74,936,276,660,163,49,114,249,125,124,21798,9378,12420
376,21,391,3130,0,0,0,SUB-DISTRICT,Baudh Sadar ,Total,32493,137398,69507,67891,18207,9148,9059,33580,17001,16579,12102,6052,6050,90199,52465,37734,47199,17042,30157,66722,39220,27502,40487,29199,11288,17426,13531,3895,10605,6113,4492,2246,1604,642,10210,7951,2259,26235,10021,16214,3341,1702,1639,17458,5575,11883,1444,514,930,3992,2230,1762,23055,8846,14209,2794,1442,1352,15948,5090,10858,1015,387,628,3298,1927,1371,3180,1175,2005,547,260,287,1510,485,1025,429,127,302,694,303,391,70676,30287,40389
377,21,391,3131,0,0,0,SUB-DISTRICT,Puruna Katak ,Total,9212,36887,18207,18680,4891,2405,2486,10355,5079,5276,6605,3053,3552,23891,13717,10174,12996,4490,8506,18502,10626,7876,10266,7632,2634,3426,3048,378,3298,1953,1345,287,226,61,3255,2405,850,8236,2994,5242,739,379,360,6019,1975,4044,193,71,122,1285,569,716,7374,2681,4693,642,338,304,5516,1800,3716,141,60,81,1075,483,592,862,313,549,97,41,56,503,175,328,52,11,41,210,86,124,18385,7581,10804
378,21,391,3132,0,0,0,SUB-DISTRICT,Harbhanga ,Total,9689,39350,20029,19321,5218,2682,2536,12703,6432,6271,7160,3599,3561,25094,14735,10359,14256,5294,8962,19506,11276,8230,11156,8439,2717,4729,4007,722,3159,1918,1241,274,239,35,2994,2275,719,8350,2837,5513,970,379,591,5626,1595,4031,189,76,113,1565,787,778,7044,2419,4625,826,339,487,4972,1442,3530,152,67,85,1094,571,523,1306,418,888,144,40,104,654,153,501,37,9,28,471,216,255,19844,8753,11091
379,21,392,3133,0,0,0,SUB-DISTRICT,Dunguripali ,Total,28877,115713,59073,56640,13068,6715,6353,27706,14140,13566,15095,7612,7483,74875,43261,31614,40838,15812,25026,55105,35870,19235,33992,27915,6077,14610,13529,1081,11329,7872,3457,2023,1489,534,6030,5025,1005,21113,7955,13158,2197,960,1237,15737,5343,10394,980,308,672,2199,1344,855,17880,6948,10932,1894,856,1038,13393,4712,8681,830,253,577,1763,1127,636,3233,1007,2226,303,104,199,2344,631,1713,150,55,95,436,217,219,60608,23203,37405
380,21,392,3134,0,0,0,SUB-DISTRICT,Rampur ,Total,10878,43215,22327,20888,4569,2345,2224,9582,4896,4686,5427,2780,2647,29763,17104,12659,13452,5223,8229,20203,13881,6322,13181,11313,1868,7244,6797,447,3409,2426,983,320,253,67,2208,1837,371,7022,2568,4454,750,317,433,5662,1938,3724,120,53,67,490,260,230,6024,2293,3731,522,248,274,4988,1767,3221,85,43,42,429,235,194,998,275,723,228,69,159,674,171,503,35,10,25,61,25,36,23012,8446,14566
381,21,392,3135,0,0,0,SUB-DISTRICT,Binika,Total,24651,96634,49569,47065,11009,5606,5403,26422,13538,12884,12286,6261,6025,64406,37519,26887,32228,12050,20178,46588,30250,16338,30182,24070,6112,10748,9978,770,12204,8339,3865,1075,686,389,6155,5067,1088,16406,6180,10226,1415,651,764,13039,4626,8413,415,153,262,1537,750,787,13761,5277,8484,1127,557,570,11116,4002,7114,327,123,204,1191,595,596,2645,903,1742,288,94,194,1923,624,1299,88,30,58,346,155,191,50046,19319,30727
382,21,392,3136,0,0,0,SUB-DISTRICT,Ulunda,Total,10192,41258,20946,20312,5417,2786,2631,11184,5696,5488,6239,3154,3085,25864,15049,10815,15394,5897,9497,20397,12138,8259,13563,9614,3949,3825,3175,650,5185,3039,2146,1621,1107,514,2932,2293,639,6834,2524,4310,505,276,229,3759,1335,2424,1290,258,1032,1280,655,625,5024,1983,3041,414,248,166,2994,1067,1927,699,162,537,917,506,411,1810,541,1269,91,28,63,765,268,497,591,96,495,363,149,214,20861,8808,12053
383,21,392,3137,0,0,0,SUB-DISTRICT,Biramaharajpur,Total,24727,100402,51273,49129,13288,6832,6456,27279,13917,13362,4906,2440,2466,66812,38733,28079,33590,12540,21050,45337,27905,17432,24254,19185,5069,8458,7429,1029,7839,5475,2364,2552,1966,586,5405,4315,1090,21083,8720,12363,2527,1570,957,14156,5009,9147,1366,413,953,3034,1728,1306,18033,7617,10416,2203,1452,751,12216,4419,7797,1200,357,843,2414,1389,1025,3050,1103,1947,324,118,206,1940,590,1350,166,56,110,620,339,281,55065,23368,31697
384,21,392,3138,0,0,0,SUB-DISTRICT,Subalaya,Total,11031,43564,22320,21244,5852,3013,2839,10429,5363,5066,2077,1061,1016,29319,17113,12206,14245,5207,9038,21940,12597,9343,10771,8373,2398,4103,3436,667,3580,2562,1018,1047,792,255,2041,1583,458,11169,4224,6945,1080,628,452,8409,2903,5506,559,184,375,1121,509,612,9394,3467,5927,978,563,415,6970,2307,4663,490,159,331,956,438,518,1775,757,1018,102,65,37,1439,596,843,69,25,44,165,71,94,21624,9723,11901
385,21,392,3139,0,0,0,SUB-DISTRICT,Sonapur,Total,14217,60455,30912,29543,7358,3769,3589,15685,7941,7744,2890,1460,1430,41866,23775,18091,18589,7137,11452,25577,17278,8299,18612,14330,4282,3673,3189,484,3253,2105,1148,3023,1998,1025,8663,7038,1625,6965,2948,4017,525,299,226,4097,1419,2678,498,187,311,1845,1043,802,5732,2576,3156,457,278,179,3356,1244,2112,393,138,255,1526,916,610,1233,372,861,68,21,47,741,175,566,105,49,56,319,127,192,34878,13634,21244
386,21,392,3140,0,0,0,SUB-DISTRICT,Tarbha,Total,26563,108942,54892,54050,14260,7269,6991,27932,14234,13698,8272,4026,4246,65516,37839,27677,43426,17053,26373,51514,31676,19838,25663,21243,4420,9965,9086,879,7140,5457,1683,1267,945,322,7291,5755,1536,25851,10433,15418,2380,1264,1116,20615,7624,12991,600,238,362,2256,1307,949,22326,9359,12967,2066,1131,935,17814,6892,10922,473,194,279,1973,1142,831,3525,1074,2451,314,133,181,2801,732,2069,127,44,83,283,165,118,57428,23216,34212
387,21,393,3141,0,0,0,SUB-DISTRICT,Loisinga ,Total,39751,152865,77027,75838,17536,8949,8587,29100,14685,14415,21838,10949,10889,94858,54572,40286,58007,22455,35552,67833,44403,23430,38069,32171,5898,12458,11729,729,12712,9906,2806,1935,1582,353,10964,8954,2010,29764,12232,17532,2739,1478,1261,20563,7536,13027,1932,567,1365,4530,2651,1879,22925,9885,13040,2209,1321,888,15748,6010,9738,1473,442,1031,3495,2112,1383,6839,2347,4492,530,157,373,4815,1526,3289,459,125,334,1035,539,496,85032,32624,52408
388,21,393,3142,0,0,0,SUB-DISTRICT,Balangir,Total,77660,327081,166615,160466,39673,20278,19395,64461,32785,31676,35913,18043,17870,213567,121180,92387,113514,45435,68079,129580,93146,36434,87391,74052,13339,23104,21569,1535,16585,12944,3641,3485,2870,615,44217,36669,7548,42189,19094,23095,4510,2408,2102,23493,8368,15125,2188,1204,984,11998,7114,4884,35277,16616,18661,3767,2138,1629,19473,7208,12265,1539,850,689,10498,6420,4078,6912,2478,4434,743,270,473,4020,1160,2860,649,354,295,1500,694,806,197501,73469,124032
389,21,393,3143,0,0,0,SUB-DISTRICT,Tushura,Total,47278,185028,92953,92075,24097,12315,11782,35223,17709,17514,44047,21650,22397,107976,62363,45613,77052,30590,46462,74477,49006,25471,36168,29642,6526,11459,10699,760,12233,9044,3189,1555,1079,476,10921,8820,2101,38309,19364,18945,3851,2911,940,24389,10461,13928,1658,665,993,8411,5327,3084,32230,17219,15011,3515,2708,807,20209,9163,11046,1246,509,737,7260,4839,2421,6079,2145,3934,336,203,133,4180,1298,2882,412,156,256,1151,488,663,110551,43947,66604
390,21,393,3144,0,0,0,SUB-DISTRICT,Patnagarh,Total,42725,168325,84647,83678,21480,11058,10422,25322,12624,12698,48217,24074,24143,97609,56682,40927,70716,27965,42751,77988,49893,28095,47407,38525,8882,15217,13917,1300,15064,10618,4446,2664,2066,598,14462,11924,2538,30581,11368,19213,3488,1625,1863,21645,7407,14238,1335,412,923,4113,1924,2189,23903,9557,14346,2692,1379,1313,17283,6318,10965,1005,320,685,2923,1540,1383,6678,1811,4867,796,246,550,4362,1089,3273,330,92,238,1190,384,806,90337,34754,55583
391,21,393,3145,0,0,0,SUB-DISTRICT,Khaprakhol ,Total,23398,89819,44393,45426,12329,6158,6171,11190,5533,5657,33782,16539,17243,43639,26188,17451,46180,18205,27975,43627,26065,17562,22327,17899,4428,10400,9345,1055,7116,4722,2394,818,605,213,3993,3227,766,21300,8166,13134,2557,1469,1088,16742,5700,11042,526,191,335,1475,806,669,17741,7101,10640,2009,1233,776,14142,5050,9092,388,143,245,1202,675,527,3559,1065,2494,548,236,312,2600,650,1950,138,48,90,273,131,142,46192,18328,27864
392,21,393,3146,0,0,0,SUB-DISTRICT,Turekela ,Total,13925,52422,25994,26428,8353,4252,4101,6898,3478,3420,18341,9059,9282,21265,13396,7869,31157,12598,18559,25446,14831,10615,11547,9566,1981,5123,4712,411,3431,2552,879,434,323,111,2559,1979,580,13899,5265,8634,1923,1095,828,10426,3467,6959,312,88,224,1238,615,623,11686,4728,6958,1571,1014,557,8802,3104,5698,253,76,177,1060,534,526,2213,537,1676,352,81,271,1624,363,1261,59,12,47,178,81,97,26976,11163,15813
393,21,393,3147,0,0,0,SUB-DISTRICT,Belpara ,Total,28626,116136,58087,58049,16858,8548,8310,18766,9426,9340,38402,19005,19397,56140,34406,21734,59996,23681,36315,55353,33562,21791,29861,24186,5675,10707,10035,672,11602,8034,3568,1430,1068,362,6122,5049,1073,25492,9376,16116,1665,987,678,20896,6983,13913,730,270,460,2201,1136,1065,20997,8170,12827,1454,921,533,17056,6050,11006,599,229,370,1888,970,918,4495,1206,3289,211,66,145,3840,933,2907,131,41,90,313,166,147,60783,24525,36258
394,21,393,3148,0,0,0,SUB-DISTRICT,Saintala,Total,39836,148991,75090,73901,19966,10285,9681,26044,12909,13135,34371,17023,17348,82525,48679,33846,66466,26411,40055,63189,42767,20422,35073,29846,5227,12515,11254,1261,8851,6839,2012,1088,874,214,12619,10879,1740,28116,12921,15195,3267,1824,1443,20000,8191,11809,710,288,422,4139,2618,1521,22207,10742,11465,2831,1591,1240,15664,6856,8808,612,238,374,3100,2057,1043,5909,2179,3730,436,233,203,4336,1335,3001,98,50,48,1039,561,478,85802,32323,53479
395,21,393,3149,0,0,0,SUB-DISTRICT,Kantabanji,Total,17363,72115,36286,35829,10017,5183,4834,13793,6901,6892,14749,7265,7484,38422,23022,15400,33693,13264,20429,30242,20279,9963,19142,15503,3639,4233,3637,596,2593,1837,756,731,522,209,11585,9507,2078,11100,4776,6324,1002,574,428,7204,2677,4527,471,211,260,2423,1314,1109,9066,4019,5047,883,511,372,5797,2189,3608,362,162,200,2024,1157,867,2034,757,1277,119,63,56,1407,488,919,109,49,60,399,157,242,41873,16007,25866
396,21,393,3150,0,0,0,SUB-DISTRICT,Bangomunda,Total,18114,74579,37639,36940,10312,5332,4980,14490,7319,7171,12899,6513,6386,36205,22624,13581,38374,15015,23359,35681,21462,14219,15541,12782,2759,7290,6467,823,3796,2725,1071,827,667,160,3628,2923,705,20140,8680,11460,2074,1224,850,14333,5450,8883,657,343,314,3076,1663,1413,16479,7435,9044,1767,1109,658,11740,4642,7098,416,223,193,2556,1461,1095,3661,1245,2416,307,115,192,2593,808,1785,241,120,121,520,202,318,38898,16177,22721
397,21,393,3151,0,0,0,SUB-DISTRICT,Sindhekela ,Total,24337,98777,49620,49157,13970,7122,6848,20082,10199,9883,15931,7973,7958,45569,29055,16514,53208,20565,32643,49046,28941,20105,21645,17284,4361,10360,9015,1345,6584,4461,2123,402,293,109,4299,3515,784,27401,11657,15744,3628,1751,1877,21059,8401,12658,427,189,238,2287,1316,971,21475,9272,12203,2665,1309,1356,16682,6715,9967,305,137,168,1823,1111,712,5926,2385,3541,963,442,521,4377,1686,2691,122,52,70,464,205,259,49731,20679,29052
398,21,393,3152,0,0,0,SUB-DISTRICT,Titlagarh ,Total,41736,162859,81746,81113,21729,11178,10551,29408,14788,14620,28674,14396,14278,89485,53505,35980,73374,28241,45133,68139,45601,22538,38056,30899,7157,10279,8908,1371,7353,5118,2235,1352,1025,327,19072,15848,3224,30083,14702,15381,2716,1649,1067,17746,7256,10490,983,396,587,8638,5401,3237,24088,11732,12356,2385,1467,918,14220,5807,8413,792,310,482,6691,4148,2543,5995,2970,3025,331,182,149,3526,1449,2077,191,86,105,1947,1253,694,94720,36145,58575
399,21,394,3153,0,0,0,SUB-DISTRICT,Jonk,Total,18297,75537,37368,38169,10447,5347,5100,10697,5283,5414,21909,10664,11245,40982,23554,17428,34555,13814,20741,37054,21090,15964,22311,16588,5723,9681,7618,2063,5075,2851,2224,424,354,70,7131,5765,1366,14743,4502,10241,1937,750,1187,11235,3014,8221,275,116,159,1296,622,674,13010,3874,9136,1603,623,980,10152,2693,7459,200,89,111,1055,469,586,1733,628,1105,334,127,207,1083,321,762,75,27,48,241,153,88,38483,16278,22205
400,21,394,3154,0,0,0,SUB-DISTRICT,Nuapada,Total,23501,99624,49141,50483,14364,7250,7114,12740,6239,6501,40969,19999,20970,49923,29690,20233,49701,19451,30250,50944,28181,22763,27151,20154,6997,13390,10722,2668,6969,3997,2972,586,429,157,6206,5006,1200,23793,8027,15766,3910,1829,2081,17873,5344,12529,632,159,473,1378,695,683,18881,6554,12327,3005,1599,1406,14289,4233,10056,478,128,350,1109,594,515,4912,1473,3439,905,230,675,3584,1111,2473,154,31,123,269,101,168,48680,20960,27720
401,21,394,3155,0,0,0,SUB-DISTRICT,Komna,Total,31337,127206,62655,64551,18880,9447,9433,16369,8115,8254,55608,27212,28396,58371,35800,22571,68835,26855,41980,65922,35312,30610,29559,23379,6180,17953,15549,2404,5927,3388,2539,815,629,186,4864,3813,1051,36363,11933,24430,7458,3325,4133,26342,7342,19000,880,315,565,1683,951,732,29191,9904,19287,6054,2733,3321,21021,6108,14913,697,248,449,1419,815,604,7172,2029,5143,1404,592,812,5321,1234,4087,183,67,116,264,136,128,61284,27343,33941
402,21,394,3156,0,0,0,SUB-DISTRICT,Khariar,Total,31793,126837,63285,63552,18308,9273,9035,20462,10221,10241,29235,14210,15025,66427,39952,26475,60410,23333,37077,61094,36583,24511,31895,25936,5959,9975,8888,1087,7677,5493,2184,1178,907,271,13065,10648,2417,29199,10647,18552,4037,1494,2543,19687,6357,13330,1285,511,774,4190,2285,1905,23963,8874,15089,3104,1160,1944,16594,5465,11129,1037,402,635,3228,1847,1381,5236,1773,3463,933,334,599,3093,892,2201,248,109,139,962,438,524,65743,26702,39041
403,21,394,3157,0,0,0,SUB-DISTRICT,Boden,Total,20129,76670,37579,39091,11283,5660,5623,9419,4676,4743,27621,13307,14314,34850,21508,13342,41820,16071,25749,40915,21925,18990,20428,15884,4544,11695,10133,1562,5023,3001,2022,759,467,292,2951,2283,668,20487,6041,14446,2078,847,1231,16926,4568,12358,479,193,286,1004,433,571,17446,5047,12399,1556,646,910,14847,3905,10942,381,150,231,662,346,316,3041,994,2047,522,201,321,2079,663,1416,98,43,55,342,87,255,35755,15654,20101
404,21,394,3158,0,0,0,SUB-DISTRICT,Sinapali,Total,27153,104508,51934,52574,15062,7623,7439,12472,6208,6264,30985,15077,15908,48830,30399,18431,55678,21535,34143,49509,25064,24445,20350,14886,5464,8617,6987,1630,6459,3864,2595,676,463,213,4598,3572,1026,29159,10178,18981,3961,1932,2029,20641,5434,15207,652,199,453,3905,2613,1292,24295,8649,15646,3015,1660,1355,17432,4507,12925,504,146,358,3344,2336,1008,4864,1529,3335,946,272,674,3209,927,2282,148,53,95,561,277,284,54999,26870,28129
