,State,Districtcode,Subdistcode,Town/Village,Ward,EB,Level,Subdistrict,TRU,No_HH,Population,Males,Females,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
175,21,379,2930,0,0,0,SUB-DISTRICT,Derabish ,Total,16195,65909,33589,32320,7135,3817,3318,16366,8380,7986,218,104,114,50460,27410,23050,15449,6179,9270,23588,19296,4292,14104,12663,1441,4476,4305,171,4342,3978,364,532,463,69,4754,3917,837,9484,6633,2851,1401,996,405,5190,3738,1452,449,222,227,2444,1677,767,7751,5757,1994,1248,891,357,4260,3256,1004,322,168,154,1921,1442,479,1733,876,857,153,105,48,930,482,448,127,54,73,523,235,288,42321,14293,28028
176,21,379,2931,0,0,0,SUB-DISTRICT,Patkura ,Total,42898,177324,90051,87273,17263,8943,8320,34948,17861,17087,146,77,69,137896,74850,63046,39428,15201,24227,58571,49096,9475,41399,37849,3550,16034,15605,429,9765,9113,652,1703,1462,241,13897,11669,2228,17172,11247,5925,2652,2118,534,7695,5797,1898,1794,645,1149,5031,2687,2344,14923,10083,4840,2358,1973,385,6883,5253,1630,1452,549,903,4230,2308,1922,2249,1164,1085,294,145,149,812,544,268,342,96,246,801,379,422,118753,40955,77798
177,21,379,2932,0,0,0,SUB-DISTRICT,Marsaghai ,Total,24732,108163,55305,52858,10589,5445,5144,23820,12173,11647,461,289,172,83579,45860,37719,24584,9445,15139,34359,30032,4327,26690,24846,1844,11659,11435,224,4745,4397,348,995,859,136,9291,8155,1136,7669,5186,2483,1183,963,220,2938,2256,682,654,359,295,2894,1608,1286,6782,4582,2200,1018,833,185,2658,2055,603,522,277,245,2584,1417,1167,887,604,283,165,130,35,280,201,79,132,82,50,310,191,119,73804,25273,48531
178,21,379,2933,0,0,0,SUB-DISTRICT,Mahakalapada ,Total,28211,124417,62578,61839,15182,7784,7398,19077,9645,9432,2246,1113,1133,88319,48418,39901,36098,14160,21938,45167,34662,10505,31215,28319,2896,17177,16399,778,5879,5182,697,648,477,171,7511,6261,1250,13952,6343,7609,3857,1855,2002,6817,3407,3410,479,186,293,2799,895,1904,10294,5299,4995,2587,1577,1010,4959,2829,2130,351,138,213,2397,755,1642,3658,1044,2614,1270,278,992,1858,578,1280,128,48,80,402,140,262,79250,27916,51334
179,21,380,2934,0,0,0,SUB-DISTRICT,Paradip ,Total,18345,71637,39029,32608,7833,4208,3625,7353,3989,3364,2951,1574,1377,54901,31474,23427,16736,7555,9181,25385,22479,2906,23414,21212,2202,78,66,12,108,94,14,431,406,25,22797,20646,2151,1971,1267,704,62,34,28,25,15,10,96,75,21,1788,1143,645,1681,1078,603,62,34,28,24,14,10,77,61,16,1518,969,549,290,189,101,0,0,0,1,1,0,19,14,5,270,174,96,46252,16550,29702
180,21,380,2935,0,0,0,SUB-DISTRICT,Paradeep Lock ,Total,8257,39766,20318,19448,4363,2246,2117,8747,4481,4266,84,46,38,30493,16640,13853,9273,3678,5595,12890,11141,1749,9786,8948,838,2525,2442,83,797,638,159,695,632,63,5769,5236,533,3104,2193,911,317,243,74,835,666,169,328,240,88,1624,1044,580,2615,1840,775,273,213,60,642,542,100,212,141,71,1488,944,544,489,353,136,44,30,14,193,124,69,116,99,17,136,100,36,26876,9177,17699
181,21,380,2936,0,0,0,SUB-DISTRICT,Kujang ,Total,24152,108944,55621,53323,10604,5492,5112,28119,14373,13746,82,43,39,85736,46653,39083,23208,8968,14240,36292,30928,5364,27280,24594,2686,10032,9711,321,4386,3884,502,802,734,68,12060,10265,1795,9012,6334,2678,1945,1355,590,3473,2548,925,575,316,259,3019,2115,904,7784,5592,2192,1817,1267,550,2817,2197,620,521,282,239,2629,1846,783,1228,742,486,128,88,40,656,351,305,54,34,20,390,269,121,72652,24693,47959
182,21,380,2937,0,0,0,SUB-DISTRICT,Abhyachandpur  ,Total,5165,23588,12076,11512,2328,1218,1110,6879,3483,3396,47,26,21,17865,9792,8073,5723,2284,3439,7739,6823,916,5844,5437,407,2832,2752,80,1291,1130,161,85,82,3,1636,1473,163,1895,1386,509,394,330,64,908,619,289,36,26,10,557,411,146,1710,1263,447,343,296,47,814,559,255,25,20,5,528,388,140,185,123,62,51,34,17,94,60,34,11,6,5,29,23,6,15849,5253,10596
183,21,380,2938,0,0,0,SUB-DISTRICT,Ersama ,Total,24834,106896,53557,53339,11482,5954,5528,21236,10598,10638,590,339,251,80561,43521,37040,26335,10036,16299,44011,30175,13836,29252,24705,4547,15324,13780,1544,6532,5069,1463,827,649,178,6569,5207,1362,14759,5470,9289,3963,1298,2665,7518,2823,4695,415,150,265,2863,1199,1664,11939,4582,7357,2779,1034,1745,6476,2410,4066,280,120,160,2404,1018,1386,2820,888,1932,1184,264,920,1042,413,629,135,30,105,459,181,278,62885,23382,39503
184,21,380,2939,0,0,0,SUB-DISTRICT,Tirtol ,Total,48523,215866,108228,107638,20186,10350,9836,42246,21043,21203,1110,580,530,174105,91621,82484,41761,16607,25154,68965,59545,9420,49757,45200,4557,16218,15658,560,9521,8749,772,2222,1943,279,21796,18850,2946,19208,14345,4863,2758,2263,495,9339,7565,1774,1237,675,562,5874,3842,2032,16498,12509,3989,2300,1932,368,8207,6753,1454,1022,554,468,4969,3270,1699,2710,1836,874,458,331,127,1132,812,320,215,121,94,905,572,333,146901,48683,98218
185,21,380,2940,0,0,0,SUB-DISTRICT,Jagatsinghapur,Total,55744,244570,124065,120505,22784,11816,10968,59175,29691,29484,1953,1094,859,192937,104084,88853,51633,19981,31652,88293,70449,17844,62836,53908,8928,14728,14077,651,15196,12321,2875,2741,2228,513,30171,25282,4889,25457,16541,8916,2564,1958,606,13402,9286,4116,1661,917,744,7830,4380,3450,22000,14626,7374,2247,1747,500,11672,8283,3389,1360,817,543,6721,3779,2942,3457,1915,1542,317,211,106,1730,1003,727,301,100,201,1109,601,508,156277,53616,102661
186,21,380,2941,0,0,0,SUB-DISTRICT,Biridi,Total,19553,82795,42227,40568,7967,4067,3900,26882,13693,13189,522,277,245,64287,35293,28994,18508,6934,11574,31518,24295,7223,23547,19784,3763,5158,4881,277,7276,5729,1547,604,422,182,10509,8752,1757,7971,4511,3460,791,576,215,4168,2262,1906,284,183,101,2728,1490,1238,6803,3851,2952,703,508,195,3478,1871,1607,245,160,85,2377,1312,1065,1168,660,508,88,68,20,690,391,299,39,23,16,351,178,173,51277,17932,33345
187,21,380,2942,0,0,0,SUB-DISTRICT,Naugaon ,Total,18961,78016,39150,38866,7336,3853,3483,14639,7317,7322,263,120,143,60927,32651,28276,17089,6499,10590,28896,21955,6941,18149,16086,2063,7696,7398,298,3449,2931,518,658,576,82,6346,5181,1165,10747,5869,4878,1727,968,759,4821,2990,1831,723,297,426,3476,1614,1862,9333,5275,4058,1561,884,677,4313,2742,1571,590,251,339,2869,1398,1471,1414,594,820,166,84,82,508,248,260,133,46,87,607,216,391,49120,17195,31925
188,21,380,2943,0,0,0,SUB-DISTRICT,Balikuda ,Total,37773,164893,83594,81299,15366,7951,7415,32876,16516,16360,260,127,133,127215,69320,57895,37678,14274,23404,59660,47799,11861,40305,36206,4099,17471,16886,585,7495,6304,1191,1147,1002,145,14192,12014,2178,19355,11593,7762,4737,2515,2222,9783,6270,3513,790,456,334,4045,2352,1693,16082,9877,6205,3837,2123,1714,8268,5366,2902,601,371,230,3376,2017,1359,3273,1716,1557,900,392,508,1515,904,611,189,85,104,669,335,334,105233,35795,69438
189,21,381,2944,0,0,0,SUB-DISTRICT,Narasinghpur ,Total,22487,97624,51055,46569,11219,6014,5205,22922,11914,11008,6053,3074,2979,69493,39527,29966,28131,11528,16603,38596,29273,9323,27299,24417,2882,5760,5302,458,11008,9657,1351,771,598,173,9760,8860,900,11297,4856,6441,1003,591,412,8360,3065,5295,623,231,392,1311,969,342,8550,4329,4221,921,546,375,5982,2728,3254,533,204,329,1114,851,263,2747,527,2220,82,45,37,2378,337,2041,90,27,63,197,118,79,59028,21782,37246
190,21,381,2945,0,0,0,SUB-DISTRICT,Kanpur ,Total,13640,59577,31413,28164,6578,3537,3041,11649,6050,5599,1507,770,737,43771,24882,18889,15806,6531,9275,21797,17810,3987,16582,15147,1435,2406,2323,83,5546,5226,320,2139,1717,422,6491,5881,610,5215,2663,2552,298,228,70,3353,1500,1853,511,239,272,1053,696,357,4289,2381,1908,275,217,58,2613,1284,1329,454,226,228,947,654,293,926,282,644,23,11,12,740,216,524,57,13,44,106,42,64,37780,13603,24177
191,21,381,2946,0,0,0,SUB-DISTRICT,Badamba ,Total,35641,149793,78297,71496,16522,8790,7732,28542,14628,13914,8472,4285,4187,107850,61294,46556,41943,17003,24940,52808,43342,9466,39872,35518,4354,7298,7101,197,12792,12075,717,5120,3814,1306,14662,12528,2134,12936,7824,5112,1102,653,449,6173,4583,1590,2360,706,1654,3301,1882,1419,10997,6837,4160,904,561,343,5611,4186,1425,1868,556,1312,2614,1534,1080,1939,987,952,198,92,106,562,397,165,492,150,342,687,348,339,96985,34955,62030
192,21,381,2947,0,0,0,SUB-DISTRICT,Baidyeswar ,Total,12125,55250,28572,26678,5995,3109,2886,6910,3511,3399,3440,1609,1831,41809,23259,18550,13441,5313,8128,18428,15672,2756,13145,11916,1229,3387,3290,97,3645,3358,287,886,715,171,5227,4553,674,5283,3756,1527,363,303,60,2877,2214,663,524,212,312,1519,1027,492,3525,2624,901,264,224,40,1654,1375,279,349,167,182,1258,858,400,1758,1132,626,99,79,20,1223,839,384,175,45,130,261,169,92,36822,12900,23922
193,21,381,2948,0,0,0,SUB-DISTRICT,Banki ,Total,40960,176567,91709,84858,19796,10380,9416,35058,18122,16936,10834,5466,5368,129667,72753,56914,46900,18956,27944,59674,50834,8840,40451,36669,3782,8698,8468,230,11077,10206,871,1668,1320,348,19008,16675,2333,19223,14165,5058,1535,1117,418,9915,7446,2469,945,459,486,6828,5143,1685,14745,11124,3621,1185,861,324,7862,6070,1792,639,361,278,5059,3832,1227,4478,3041,1437,350,256,94,2053,1376,677,306,98,208,1769,1311,458,116893,40875,76018
194,21,381,2949,0,0,0,SUB-DISTRICT,Tigiria ,Total,16519,74639,38690,35949,7862,4103,3759,9833,5000,4833,2562,1302,1260,54692,30626,24066,19947,8064,11883,25643,21618,4025,21203,19006,2197,4819,4777,42,4882,4732,150,3028,2167,861,8474,7330,1144,4440,2612,1828,367,318,49,1994,1229,765,719,182,537,1360,883,477,3501,2006,1495,309,264,45,1650,1024,626,658,158,500,884,560,324,939,606,333,58,54,4,344,205,139,61,24,37,476,323,153,48996,17072,31924
195,21,381,2950,0,0,0,SUB-DISTRICT,Athagad ,Total,19308,89132,45963,43169,9513,5109,4404,15760,8017,7743,3604,1807,1797,68575,37502,31073,20557,8461,12096,32342,25734,6608,23544,21253,2291,6569,6346,223,5186,4571,615,703,596,107,11086,9740,1346,8798,4481,4317,842,375,467,5477,2713,2764,587,245,342,1892,1148,744,6056,3292,2764,678,333,345,3245,1708,1537,512,225,287,1621,1026,595,2742,1189,1553,164,42,122,2232,1005,1227,75,20,55,271,122,149,56790,20229,36561
196,21,381,2951,0,0,0,SUB-DISTRICT,Barang ,Total,8997,42545,22136,20409,4467,2335,2132,10063,5131,4932,2605,1342,1263,33058,18467,14591,9487,3669,5818,14793,12700,2093,11654,10639,1015,847,799,48,960,875,85,1576,1421,155,8271,7544,727,3139,2061,1078,121,95,26,963,461,502,245,193,52,1810,1312,498,2813,1846,967,107,85,22,864,404,460,203,160,43,1639,1197,442,326,215,111,14,10,4,99,57,42,42,33,9,171,115,56,27752,9436,18316
197,21,381,2952,0,0,0,SUB-DISTRICT,Gurudijhatia ,Total,7286,34081,17321,16760,4198,2122,2076,4976,2470,2506,6680,3412,3268,23625,13033,10592,10456,4288,6168,14298,10448,3850,9682,8534,1148,2735,2652,83,3153,2602,551,246,189,57,3548,3091,457,4616,1914,2702,440,234,206,2948,974,1974,124,39,85,1104,667,437,3784,1587,2197,315,183,132,2535,821,1714,104,30,74,830,553,277,832,327,505,125,51,74,413,153,260,20,9,11,274,114,160,19783,6873,12910
198,21,381,2953,0,0,0,SUB-DISTRICT,Khuntuni  ,Total,8264,38761,19654,19107,4772,2418,2354,4944,2485,2459,8122,4033,4089,26887,14865,12022,11874,4789,7085,14946,11309,3637,10300,9067,1233,2353,2303,50,2538,1943,595,292,256,36,5117,4565,552,4646,2242,2404,697,310,387,2307,1107,1200,207,115,92,1435,710,725,3528,1830,1698,531,257,274,1713,873,840,167,97,70,1117,603,514,1118,412,706,166,53,113,594,234,360,40,18,22,318,107,211,23815,8345,15470
199,21,381,2954,0,0,0,SUB-DISTRICT,Choudwar ,Total,24595,116895,60420,56475,12473,6438,6035,16157,8244,7913,11300,5768,5532,88579,49026,39553,28316,11394,16922,39580,34010,5570,32687,29467,3220,3950,3802,148,2761,2417,344,1081,999,82,24895,22249,2646,6893,4543,2350,305,235,70,2764,1486,1278,463,278,185,3361,2544,817,5769,3939,1830,267,213,54,2270,1305,965,361,221,140,2871,2200,671,1124,604,520,38,22,16,494,181,313,102,57,45,490,344,146,77315,26410,50905
200,21,381,2955,0,0,0,SUB-DISTRICT,Tangi ,Total,17366,83690,42924,40766,8923,4637,4286,13734,7006,6728,9736,4936,4800,61646,34052,27594,22044,8872,13172,29119,24417,4702,22170,19452,2718,4332,4169,163,4810,3975,835,920,860,60,12108,10448,1660,6949,4965,1984,553,432,121,3472,2446,1026,308,198,110,2616,1889,727,5519,4097,1422,470,389,81,2733,2032,701,244,163,81,2072,1513,559,1430,868,562,83,43,40,739,414,325,64,35,29,544,376,168,54571,18507,36064
201,21,381,2956,0,0,0,SUB-DISTRICT,Mahanga ,Total,44326,186930,96119,90811,19028,10000,9028,39943,20490,19453,860,445,415,145060,79700,65360,41870,16419,25451,65249,55275,9974,44517,40771,3746,13398,13032,366,13723,12884,839,1483,1241,242,15913,13614,2299,20732,14504,6228,1845,1485,360,12745,9523,3222,961,578,383,5181,2918,2263,16489,11607,4882,1469,1205,264,10169,7679,2490,727,457,270,4124,2266,1858,4243,2897,1346,376,280,96,2576,1844,732,234,121,113,1057,652,405,121681,40844,80837
202,21,381,2957,0,0,0,SUB-DISTRICT,Salepur ,Total,34206,143416,72741,70675,14386,7308,7078,35862,18138,17724,1229,629,600,109036,59339,49697,34380,13402,20978,56746,42585,14161,33374,29995,3379,6911,6596,315,8989,8157,832,1178,1083,95,16296,14159,2137,23372,12590,10782,2175,1284,891,13084,7316,5768,901,484,417,7212,3506,3706,19218,10619,8599,1741,1068,673,10873,6189,4684,723,399,324,5881,2963,2918,4154,1971,2183,434,216,218,2211,1127,1084,178,85,93,1331,543,788,86670,30156,56514
203,21,381,2958,0,0,0,SUB-DISTRICT,Nischintakoili ,Total,12247,53498,27535,25963,5616,2874,2742,12971,6743,6228,403,209,194,40262,22140,18122,13236,5395,7841,18829,15763,3066,13739,12633,1106,3933,3804,129,4311,3996,315,285,241,44,5210,4592,618,5090,3130,1960,772,408,364,3333,2069,1264,184,89,95,801,564,237,4203,2667,1536,514,329,185,2844,1763,1081,168,82,86,677,493,184,887,463,424,258,79,179,489,306,183,16,7,9,124,71,53,34669,11772,22897
204,21,381,2959,0,0,0,SUB-DISTRICT,Nemalo,Total,16881,69334,35004,34330,7266,3744,3522,18538,9440,9098,24,15,9,52802,28746,24056,16532,6258,10274,25936,20253,5683,16619,15324,1295,5149,5039,110,5497,5086,411,338,319,19,5635,4880,755,9317,4929,4388,952,417,535,5355,3359,1996,310,128,182,2700,1025,1675,6990,4168,2822,723,341,382,4418,2886,1532,222,99,123,1627,842,785,2327,761,1566,229,76,153,937,473,464,88,29,59,1073,183,890,43398,14751,28647
205,21,381,2960,0,0,0,SUB-DISTRICT,Kishannagar ,Total,22391,97616,49898,47718,9767,5059,4708,27580,14127,13453,1731,871,860,73090,40412,32678,24526,9486,15040,33542,27820,5722,23399,21346,2053,7229,7024,205,5988,5257,731,1395,1228,167,8787,7837,950,10143,6474,3669,955,797,158,6234,3951,2283,650,268,382,2304,1458,846,8083,5354,2729,722,596,126,5048,3328,1720,547,223,324,1766,1207,559,2060,1120,940,233,201,32,1186,623,563,103,45,58,538,251,287,64074,22078,41996
206,21,381,2961,0,0,0,SUB-DISTRICT,Jagatpur ,Total,13482,62359,31975,30384,6690,3452,3238,14972,7681,7291,1636,820,816,47075,25702,21373,15284,6273,9011,23584,18644,4940,16946,15030,1916,2870,2756,114,3402,2857,545,748,655,93,9926,8762,1164,6638,3614,3024,629,468,161,3225,1761,1464,435,184,251,2349,1201,1148,5286,3046,2240,517,398,119,2512,1468,1044,364,156,208,1893,1024,869,1352,568,784,112,70,42,713,293,420,71,28,43,456,177,279,38775,13331,25444
207,21,381,2962,0,0,0,SUB-DISTRICT,Cuttack Sadar ,Total,24259,108641,55381,53260,11112,5659,5453,29465,14922,14543,1988,1033,955,83409,45546,37863,25232,9835,15397,41501,32407,9094,29329,25430,3899,4695,4436,259,5732,4172,1560,1069,940,129,17833,15882,1951,12172,6977,5195,653,472,181,5520,2971,2549,535,328,207,5464,3206,2258,9897,5862,4035,536,395,141,4745,2638,2107,447,276,171,4169,2553,1616,2275,1115,1160,117,77,40,775,333,442,88,52,36,1295,653,642,67140,22974,44166
208,21,381,2963,0,0,0,SUB-DISTRICT,Kandarpur,Total,7197,33732,17218,16514,3490,1824,1666,10602,5296,5306,703,366,337,25179,13932,11247,8553,3286,5267,12102,9748,2354,8830,7552,1278,1088,1008,80,2404,1801,603,399,359,40,4939,4384,555,3272,2196,1076,248,199,49,1820,1150,670,194,107,87,1010,740,270,2822,1946,876,225,187,38,1481,976,505,189,103,86,927,680,247,450,250,200,23,12,11,339,174,165,5,4,1,83,60,23,21630,7470,14160
209,21,381,2964,0,0,0,SUB-DISTRICT,C.R.R.I. ,Total,618,3190,1588,1602,296,150,146,793,425,368,175,93,82,2556,1361,1195,634,227,407,1093,915,178,760,643,117,141,136,5,117,83,34,16,16,0,486,408,78,333,272,61,10,8,2,161,117,44,3,3,0,159,144,15,232,201,31,9,7,2,68,51,17,3,3,0,152,140,12,101,71,30,1,1,0,93,66,27,0,0,0,7,4,3,2097,673,1424
210,21,381,2965,0,0,0,SUB-DISTRICT,Gobindpur ,Total,14629,63971,32659,31312,6332,3284,3048,19867,10106,9761,41,21,20,49288,27115,22173,14683,5544,9139,22278,18426,3852,14285,12610,1675,3737,3596,141,2635,2122,513,447,406,41,7466,6486,980,7993,5816,2177,717,608,109,4170,2978,1192,331,224,107,2775,2006,769,6725,4959,1766,631,534,97,3430,2491,939,293,198,95,2371,1736,635,1268,857,411,86,74,12,740,487,253,38,26,12,404,270,134,41693,14233,27460
211,21,381,2966,0,0,0,SUB-DISTRICT,Olatapur,Total,5445,25543,13200,12343,2569,1371,1198,6302,3215,3087,352,167,185,19967,10955,9012,5576,2245,3331,10699,7908,2791,7135,5941,1194,1857,1757,100,1235,931,304,309,254,55,3734,2999,735,3564,1967,1597,431,286,145,1047,559,488,236,133,103,1850,989,861,2982,1578,1404,363,231,132,820,408,412,199,118,81,1600,821,779,582,389,193,68,55,13,227,151,76,37,15,22,250,168,82,14844,5292,9552
212,21,381,2967,0,0,0,SUB-DISTRICT,Niali ,Total,33267,147497,75046,72451,14973,7767,7206,30561,15406,15155,450,228,222,111579,61289,50290,35918,13757,22161,51055,42333,8722,37380,33631,3749,13697,13335,362,7964,6682,1282,1307,1174,133,14412,12440,1972,13675,8702,4973,1481,1138,343,7567,4693,2874,610,388,222,4017,2483,1534,11807,7796,4011,1260,997,263,6515,4232,2283,524,345,179,3508,2222,1286,1868,906,962,221,141,80,1052,461,591,86,43,43,509,261,248,96442,32713,63729
213,21,381,2968,0,0,0,SUB-DISTRICT,Cuttack (M Corp.),Total,123034,610189,316242,293947,57973,30553,27420,70629,35889,34740,9238,4736,4502,502514,267510,235004,107675,48732,58943,211727,172632,39095,181372,153679,27693,1322,1010,312,2282,1827,455,9245,7950,1295,168523,142892,25631,30355,18953,11402,1023,476,547,797,524,273,2194,1376,818,26341,16577,9764,27992,17343,10649,1011,470,541,720,464,256,1825,1183,642,24436,15226,9210,2363,1610,753,12,6,6,77,60,17,369,193,176,1905,1351,554,398462,143610,254852
214,21,382,2969,0,0,0,SUB-DISTRICT,Sukinda,Total,16682,80344,40921,39423,11261,5828,5433,11011,5653,5358,22055,10945,11110,46961,26940,20021,33383,13981,19402,27577,21417,6160,18948,16756,2192,5043,4697,346,3374,2753,621,742,697,45,9789,8609,1180,8629,4661,3968,775,509,266,5145,2370,2775,358,278,80,2351,1504,847,7718,4107,3611,696,454,242,4781,2176,2605,305,240,65,1936,1237,699,911,554,357,79,55,24,364,194,170,53,38,15,415,267,148,52767,19504,33263
215,21,382,2970,0,0,0,SUB-DISTRICT,Tomka,Total,10069,45810,23432,22378,6537,3366,3171,6494,3328,3166,16396,8286,8110,26086,15195,10891,19724,8237,11487,14448,11916,2532,9721,8914,807,3081,3003,78,2761,2507,254,334,304,30,3545,3100,445,4727,3002,1725,460,335,125,3115,1946,1169,113,70,43,1039,651,388,3879,2571,1308,347,272,75,2596,1711,885,104,65,39,832,523,309,848,431,417,113,63,50,519,235,284,9,5,4,207,128,79,31362,11516,19846
216,21,382,2971,0,0,0,SUB-DISTRICT,Kaliapani ,Total,7764,38517,19718,18799,6102,3121,2981,1808,919,889,21618,10874,10744,19313,11622,7691,19204,8096,11108,13760,9583,4177,8572,7395,1177,1591,1461,130,904,488,416,395,338,57,5682,5108,574,5188,2188,3000,906,361,545,2796,919,1877,254,114,140,1232,794,438,4094,1798,2296,820,324,496,1976,696,1280,218,97,121,1080,681,399,1094,390,704,86,37,49,820,223,597,36,17,19,152,113,39,24757,10135,14622
217,21,382,2972,0,0,0,SUB-DISTRICT,Kalinganagar ,Total,10499,49415,25061,24354,8204,4246,3958,6261,3208,3053,24347,12144,12203,26468,15681,10787,22947,9380,13567,15809,12409,3400,11432,10166,1266,2984,2853,131,3338,2892,446,398,357,41,4712,4064,648,4377,2243,2134,297,210,87,2439,1038,1401,299,134,165,1342,861,481,3837,1960,1877,256,181,75,2193,937,1256,245,114,131,1143,728,415,540,283,257,41,29,12,246,101,145,54,20,34,199,133,66,33606,12652,20954
218,21,382,2973,0,0,0,SUB-DISTRICT,Jakhapura,Total,3745,17424,8799,8625,2308,1155,1153,3992,1991,2001,2675,1330,1345,11872,6604,5268,5552,2195,3357,4935,4484,451,3872,3601,271,641,634,7,380,336,44,113,109,4,2738,2522,216,1063,883,180,103,99,4,445,347,98,54,42,12,461,395,66,907,744,163,92,88,4,401,311,90,44,34,10,370,311,59,156,139,17,11,11,0,44,36,8,10,8,2,91,84,7,12489,4315,8174
219,21,382,2974,0,0,0,SUB-DISTRICT,Jajapur Road ,Total,21133,98293,50676,47617,12685,6759,5926,22451,11393,11058,10222,5088,5134,71354,39036,32318,26939,11640,15299,30044,27044,3000,25371,23183,2188,3640,3579,61,2765,2539,226,1114,1031,83,17852,16034,1818,4673,3861,812,343,307,36,1817,1526,291,503,432,71,2010,1596,414,3815,3126,689,285,254,31,1457,1212,245,370,313,57,1703,1347,356,858,735,123,58,53,5,360,314,46,133,119,14,307,249,58,68249,23632,44617
220,21,382,2975,0,0,0,SUB-DISTRICT,Korai ,Total,20561,96874,49208,47666,11586,6077,5509,26156,13310,12846,9162,4632,4530,70254,38209,32045,26620,10999,15621,30717,26910,3807,23206,21668,1538,8935,8694,241,7252,6735,517,688,639,49,6331,5600,731,7511,5242,2269,1105,785,320,4806,3450,1356,300,190,110,1300,817,483,5863,4131,1732,662,515,147,3839,2757,1082,251,165,86,1111,694,417,1648,1111,537,443,270,173,967,693,274,49,25,24,189,123,66,66157,22298,43859
221,21,382,2976,0,0,0,SUB-DISTRICT,Panikoili ,Total,13399,65386,33539,31847,7566,3910,3656,17001,8679,8322,3139,1610,1529,48514,26606,21908,16872,6933,9939,21482,18819,2663,16933,15497,1436,6638,6273,365,4038,3564,474,470,432,38,5787,5228,559,4549,3322,1227,727,532,195,2391,1766,625,126,81,45,1305,943,362,3813,2808,1005,671,495,176,1920,1437,483,101,67,34,1121,809,312,736,514,222,56,37,19,471,329,142,25,14,11,184,134,50,43904,14720,29184
222,21,382,2977,0,0,0,SUB-DISTRICT,Jajapur    ,Total,30792,134859,68855,66004,14415,7510,6905,36168,18477,17691,1649,848,801,102395,55218,47177,32464,13637,18827,42533,37622,4911,33062,30103,2959,5329,5106,223,9585,9029,556,734,652,82,17414,15316,2098,9471,7519,1952,818,689,129,5223,4327,896,415,277,138,3015,2226,789,8054,6481,1573,741,624,117,4447,3749,698,362,254,108,2504,1854,650,1417,1038,379,77,65,12,776,578,198,53,23,30,511,372,139,92326,31233,61093
223,21,382,2978,0,0,0,SUB-DISTRICT,Jajpur Sadar  ,Total,28034,127778,65202,62576,14163,7396,6767,33847,17399,16448,994,490,504,93098,51155,41943,34680,14047,20633,38694,35146,3548,28163,26344,1819,8273,8084,189,8321,7878,443,847,765,82,10722,9617,1105,10531,8802,1729,1016,883,133,5217,4694,523,545,317,228,3753,2908,845,9147,7839,1308,855,753,102,4626,4269,357,444,283,161,3222,2534,688,1384,963,421,161,130,31,591,425,166,101,34,67,531,374,157,89084,30056,59028
